leaid,year,lea_name,fips,grade_edfacts,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
4809450,2014,BARBERS HILL ISD,48,9,891,89,89,89,447,95,95,95
4809540,2014,BARTLETT ISD,48,9,107,50,54,52,36,60,69,64.5
4809570,2014,BASTROP ISD,48,9,2129,64,64,64,956,74,74,74
4809630,2014,BAY CITY ISD,48,9,773,58,58,58,331,65,65,65
4809670,2014,BEAUMONT ISD,48,9,3936,55,55,55,1801,58,58,58
4809690,2014,BECKVILLE ISD,48,9,132,70,74,72,78,90,94,92
4809720,2014,BEEVILLE ISD,48,9,816,53,53,53,367,54,54,54
4809750,2014,BELLEVUE ISD,48,9,35,60,69,64.5,15,50,100,75
4809780,2014,BELLS ISD,48,9,145,80,84,82,71,90,94,92
4809810,2014,BELLVILLE ISD,48,9,383,73,73,73,196,85,89,87
4809860,2014,BELTON ISD,48,9,2075,72,72,72,911,84,84,84
4809870,2014,BEN BOLT-PALITO BLANCO ISD,48,9,203,55,59,57,78,55,59,57
4809980,2014,BENJAMIN ISD,48,9,25,80,100,90,10,50,100,75
4810140,2014,BIG SANDY ISD,48,9,123,60,64,62,59,80,89,84.5
4810170,2014,BIG SANDY ISD,48,9,96,60,64,62,41,70,79,74.5
4810200,2014,BIG SPRING ISD,48,9,786,53,53,53,289,70,74,72
4810230,2014,BIRDVILLE ISD,48,9,4612,70,70,70,2125,81,81,81
4810260,2014,BISHOP CISD,48,9,265,75,79,77,152,80,84,82
4810320,2014,BLANCO ISD,48,9,208,75,79,77,75,75,79,77
4810350,2014,BLAND ISD,48,9,103,75,79,77,46,80,89,84.5
4810380,2014,BLANKET ISD,48,9,41,70,79,74.5,20,60,79,69.5
4810440,2014,BLOOMBURG ISD,48,9,53,60,69,64.5,21,80,100,90
4810470,2014,BLOOMING GROVE ISD,48,9,186,70,74,72,84,85,89,87
4810500,2014,BLOOMINGTON ISD,48,9,157,55,59,57,57,60,69,64.5
4810590,2014,BLUE RIDGE ISD,48,9,129,60,64,62,64,60,64,62
4810620,2014,BLUFF DALE ISD,48,9,NA,NA,NA,NA,2,-3,-3,-3
4810650,2014,BLUM ISD,48,9,70,70,74,72,32,80,89,84.5
4810710,2014,BOERNE ISD,48,9,1444,88,88,88,679,92,92,92
4810740,2014,BOLES ISD,48,9,103,75,79,77,47,80,89,84.5
4810780,2014,BOLING ISD,48,9,237,65,69,67,96,80,84,82
4810800,2014,BONHAM ISD,48,9,359,52,52,52,184,65,69,67
4810830,2014,BOOKER ISD,48,9,82,70,74,72,23,60,79,69.5
4810860,2014,BORDEN COUNTY ISD,48,9,42,90,100,95,22,80,100,90
4810890,2014,BORGER ISD,48,9,551,67,67,67,262,80,84,82
4810910,2014,BOSQUEVILLE ISD,48,9,110,80,84,82,54,90,100,95
4810950,2014,BOVINA ISD,48,9,85,70,74,72,40,80,89,84.5
4810990,2014,BOWIE ISD,48,9,323,76,76,76,146,85,89,87
4811010,2014,BOYD ISD,48,9,201,70,74,72,98,70,74,72
4811040,2014,BOYS RANCH ISD,48,9,137,60,64,62,49,60,69,64.5
4811070,2014,BRACKETT ISD,48,9,126,75,79,77,59,90,100,95
4811110,2014,BRADY ISD,48,9,253,65,69,67,108,65,69,67
4811190,2014,BRAZOSPORT ISD,48,9,2816,59,59,59,1243,62,62,62
4811220,2014,BRECKENRIDGE ISD,48,9,298,65,69,67,128,80,84,82
4811250,2014,BREMOND ISD,48,9,95,80,84,82,37,80,89,84.5
4811280,2014,BRENHAM ISD,48,9,997,63,63,63,479,68,68,68
4811310,2014,BRIDGE CITY ISD,48,9,560,76,76,76,248,85,89,87
4811340,2014,BRIDGEPORT ISD,48,9,478,71,71,71,208,75,79,77
4811400,2014,FORT ELLIOTT CISD,48,9,37,70,79,74.5,16,60,79,69.5
4811430,2014,BROADDUS ISD,48,9,85,65,69,67,41,60,69,64.5
4811460,2014,BROCK ISD,48,9,207,85,89,87,100,95,100,97.5
4811490,2014,BRONTE ISD,48,9,68,80,84,82,29,80,100,90
4811520,2014,BROOKELAND ISD,48,9,79,75,79,77,46,70,79,74.5
4811550,2014,BROOKESMITH ISD,48,9,50,60,69,64.5,16,60,79,69.5
4811580,2014,BROOKS COUNTY ISD,48,9,377,61,61,61,128,75,79,77
4811610,2014,BROWNFIELD ISD,48,9,436,45,45,45,187,65,69,67
4811640,2014,BROWNSBORO ISD,48,9,515,75,75,75,211,85,89,87
4811680,2014,BROWNSVILLE ISD,48,9,10579,61,61,61,4346,82,82,82
4811700,2014,BROWNWOOD ISD,48,9,656,65,65,65,305,75,75,75
4811730,2014,BRUCEVILLE-EDDY ISD,48,9,195,60,64,62,78,65,69,67
4811790,2014,BRYAN ISD,48,9,3371,55,55,55,1519,65,65,65
4811820,2014,BRYSON ISD,48,9,56,60,69,64.5,22,80,100,90
4811850,2014,BUCKHOLTS ISD,48,9,37,40,49,44.5,20,40,59,49.5
4811910,2014,BUENA VISTA ISD,48,9,28,40,59,49.5,18,80,100,90
4811990,2014,BUFFALO ISD,48,9,192,65,69,67,85,65,69,67
4812060,2014,BULLARD ISD,48,9,470,76,76,76,233,85,89,87
4812090,2014,BUNA ISD,48,9,247,70,74,72,130,70,74,72
4812120,2014,BURKBURNETT ISD,48,9,633,67,67,67,260,80,84,82
4812150,2014,BURKEVILLE ISD,48,9,75,50,54,52,33,40,49,44.5
4812180,2014,BURLESON ISD,48,9,2027,77,77,77,949,80,80,80
4812220,2014,BURNET CISD,48,9,691,59,59,59,280,70,74,72
4812240,2014,BURTON ISD,48,9,105,65,69,67,49,60,69,64.5
4812360,2014,BYNUM ISD,48,9,43,60,69,64.5,16,60,79,69.5
4812390,2014,CADDO MILLS ISD,48,9,300,80,84,82,137,95,100,97.5
4812420,2014,CALALLEN ISD,48,9,765,82,82,82,377,86,86,86
4812460,2014,CALDWELL ISD,48,9,399,70,70,70,184,80,84,82
4812480,2014,CALHOUN COUNTY ISD,48,9,830,67,67,67,374,87,87,87
4812510,2014,CALLISBURG ISD,48,9,227,80,84,82,111,85,89,87
4812540,2014,CALVERT ISD,48,9,37,40,49,44.5,14,0,49,24.5
4812640,2014,CAMERON ISD,48,9,272,60,64,62,129,70,74,72
4812660,2014,CAMPBELL ISD,48,9,75,75,79,77,39,70,79,74.5
4812700,2014,CANADIAN ISD,48,9,199,75,79,77,99,90,94,92
4812750,2014,CANTON ISD,48,9,386,83,83,83,177,90,94,92
4812780,2014,CANUTILLO ISD,48,9,1461,69,69,69,574,75,75,75
4812810,2014,CANYON ISD,48,9,1828,78,78,78,828,83,83,83
4812870,2014,CARLISLE ISD,48,9,126,60,64,62,56,70,79,74.5
4812990,2014,CARRIZO SPRINGS CISD,48,9,544,58,58,58,232,60,64,62
4813020,2014,CARROLL ISD,48,9,1400,96,96,96,700,98,98,98
4813050,2014,CARROLLTON-FARMERS BRANCH ISD,48,9,4945,72,72,72,2175,80,80,80
4813110,2014,CARTHAGE ISD,48,9,498,69,69,69,221,70,74,72
4813170,2014,CASTLEBERRY ISD,48,9,770,61,61,61,391,72,72,72
4813200,2014,CAYUGA ISD,48,9,123,75,79,77,50,90,100,95
4813230,2014,CEDAR HILL ISD,48,9,2028,65,65,65,837,67,67,67
4813260,2014,CELESTE ISD,48,9,71,80,84,82,34,80,89,84.5
4813290,2014,CELINA ISD,48,9,425,81,81,81,163,85,89,87
4813320,2014,CENTER ISD,48,9,576,52,52,52,252,65,69,67
4813350,2014,CENTER POINT ISD,48,9,101,60,64,62,52,80,89,84.5
4813380,2014,CENTERVILLE ISD,48,9,37,30,39,34.5,22,80,100,90
4813410,2014,CENTERVILLE ISD,48,9,127,70,74,72,65,85,89,87
4813440,2014,CENTRAL HEIGHTS ISD,48,9,220,80,84,82,100,80,84,82
4813500,2014,CENTRAL ISD,48,9,347,64,64,64,141,75,79,77
4813530,2014,LUMBERTON ISD,48,9,761,79,79,79,322,86,86,86
4813590,2014,CHANNELVIEW ISD,48,9,2001,58,58,58,780,72,72,72
4813620,2014,CHANNING ISD,48,9,35,60,69,64.5,13,50,100,75
4813650,2014,CHAPEL HILL ISD,48,9,812,67,67,67,291,80,84,82
4813680,2014,CHAPEL HILL ISD,48,9,193,75,79,77,101,80,84,82
4813710,2014,CHARLOTTE ISD,48,9,136,60,64,62,58,60,69,64.5
4813740,2014,CHEROKEE ISD,48,9,30,60,79,69.5,16,60,79,69.5
4813770,2014,CHESTER ISD,48,9,48,50,59,54.5,22,40,59,49.5
4813800,2014,CHICO ISD,48,9,116,70,74,72,56,80,89,84.5
4813860,2014,CHILDRESS ISD,48,9,237,75,79,77,71,75,79,77
4813890,2014,CHILLICOTHE ISD,48,9,43,70,79,74.5,24,60,79,69.5
4813920,2014,CHILTON ISD,48,9,109,65,69,67,46,60,69,64.5
4813960,2014,CHINA SPRING ISD,48,9,473,86,86,86,194,80,84,82
4813980,2014,CHIRENO ISD,48,9,70,65,69,67,34,70,79,74.5
4814010,2014,CHRISTOVAL ISD,48,9,114,85,89,87,51,90,100,95
4814070,2014,CISCO ISD,48,9,151,80,84,82,67,90,94,92
4814130,2014,CITY VIEW ISD,48,9,177,70,74,72,90,80,84,82
4814160,2014,CLARENDON ISD,48,9,88,80,84,82,51,80,89,84.5
4814190,2014,CLARKSVILLE ISD,48,9,111,65,69,67,48,60,69,64.5
4814250,2014,CLAUDE ISD,48,9,69,80,84,82,33,90,100,95
4814280,2014,CLEAR CREEK ISD,48,9,7339,82,82,82,3351,90,90,90
4814310,2014,CLEBURNE ISD,48,9,1376,62,62,62,584,70,70,70
4814370,2014,CLEVELAND ISD,48,9,960,53,53,53,384,63,63,63
4814400,2014,CLIFTON ISD,48,9,213,80,84,82,92,90,94,92
4814430,2014,CLINT ISD,48,9,2629,62,62,62,1049,77,77,77
4814450,2014,CLYDE CISD,48,9,269,75,79,77,147,85,89,87
4814490,2014,COAHOMA ISD,48,9,188,60,64,62,81,50,54,52
4814520,2014,COLDSPRING-OAKHURST CISD,48,9,404,63,63,63,190,65,69,67
4814550,2014,COLEMAN ISD,48,9,186,70,74,72,78,85,89,87
4814580,2014,COLLINSVILLE ISD,48,9,121,65,69,67,59,80,89,84.5
4814600,2014,COLMESNEIL ISD,48,9,70,85,89,87,33,90,100,95
4814640,2014,COLORADO ISD,48,9,237,70,74,72,102,75,79,77
4814670,2014,COLUMBIA-BRAZORIA ISD,48,9,633,64,64,64,301,76,76,76
4814700,2014,COLUMBUS ISD,48,9,363,64,64,64,155,75,79,77
4814730,2014,COMAL ISD,48,9,3705,80,80,80,1778,87,87,87
4814760,2014,COMANCHE ISD,48,9,212,75,79,77,74,85,89,87
4814790,2014,COMFORT ISD,48,9,228,65,69,67,99,70,74,72
4814820,2014,COMMERCE ISD,48,9,297,60,64,62,147,70,74,72
4814850,2014,COMMUNITY ISD,48,9,381,72,72,72,179,70,74,72
4814880,2014,COMO-PICKTON CISD,48,9,160,70,74,72,76,75,79,77
4814920,2014,COMSTOCK ISD,48,9,35,90,100,95,15,50,100,75
4814970,2014,CONNALLY ISD,48,9,552,62,62,62,236,75,79,77
4815000,2014,CONROE ISD,48,9,10275,78,78,78,4879,86,86,86
4815120,2014,COOLIDGE ISD,48,9,59,50,59,54.5,23,80,100,90
4815150,2014,COOPER ISD,48,9,169,75,79,77,67,85,89,87
4815180,2014,LUBBOCK-COOPER ISD,48,9,905,75,75,75,371,88,88,88
4815210,2014,COPPELL ISD,48,9,2015,92,92,92,1028,94,94,94
4815240,2014,COPPERAS COVE ISD,48,9,1496,75,75,75,619,81,81,81
4815270,2014,CORPUS CHRISTI ISD,48,9,8155,60,60,60,3239,80,80,80
4815300,2014,CORRIGAN-CAMDEN ISD,48,9,209,65,69,67,92,65,69,67
4815330,2014,CORSICANA ISD,48,9,1207,57,57,57,492,64,64,64
4815360,2014,COTTON CENTER ISD,48,9,21,80,100,90,10,50,100,75
4815400,2014,COTULLA ISD,48,9,293,50,54,52,138,70,74,72
4815420,2014,COUPLAND ISD,48,9,NA,NA,NA,NA,5,-3,-3,-3
4815480,2014,COVINGTON ISD,48,9,61,50,54,52,21,60,79,69.5
4815510,2014,CRANDALL ISD,48,9,621,74,74,74,309,87,87,87
4815540,2014,CRANE ISD,48,9,260,60,64,62,136,70,74,72
4815570,2014,CRANFILLS GAP ISD,48,9,22,60,79,69.5,6,50,100,75
4815600,2014,CRAWFORD ISD,48,9,99,80,84,82,46,80,89,84.5
4815690,2014,CROCKETT COUNTY CONSOLIDATED CSD,48,9,182,60,64,62,85,60,64,62
4815720,2014,CROCKETT ISD,48,9,233,65,69,67,76,75,79,77
4815750,2014,CROSBY ISD,48,9,1235,59,59,59,485,77,77,77
4815810,2014,CROSS PLAINS ISD,48,9,58,80,89,84.5,28,80,100,90
4815840,2014,CROSS ROADS ISD,48,9,140,60,64,62,67,80,84,82
4815870,2014,CROWELL ISD,48,9,30,60,79,69.5,11,50,100,75
4815910,2014,CROWLEY ISD,48,9,3631,61,61,61,1524,70,70,70
4815930,2014,CRYSTAL CITY ISD,48,9,491,49,49,49,205,55,59,57
4815960,2014,CUERO ISD,48,9,464,64,64,64,220,75,79,77
4815990,2014,CULBERSON COUNTY-ALLAMOORE ISD,48,9,103,50,54,52,49,60,69,64.5
4816020,2014,CUMBY ISD,48,9,82,60,64,62,36,70,79,74.5
4816080,2014,CUSHING ISD,48,9,91,70,74,72,39,90,100,95
4816110,2014,CYPRESS-FAIRBANKS ISD,48,9,22134,77,77,77,9788,87,87,87
4816140,2014,D'HANIS ISD,48,9,82,65,69,67,36,70,79,74.5
4816180,2014,DAINGERFIELD-LONE STAR ISD,48,9,227,70,74,72,83,80,84,82
4816200,2014,DALHART ISD,48,9,408,62,62,62,186,70,74,72
4816230,2014,DALLAS ISD,48,9,31678,58,58,58,13769,70,70,70
4816260,2014,DAMON ISD,48,9,11,50,100,75,13,50,100,75
4816290,2014,DANBURY ISD,48,9,157,65,69,67,71,75,79,77
4816320,2014,DARROUZETT ISD,48,9,22,60,79,69.5,12,50,100,75
4816350,2014,DAWSON ISD,48,9,33,70,79,74.5,8,50,100,75
4816380,2014,DAWSON ISD,48,9,103,75,79,77,44,80,89,84.5
4816410,2014,DAYTON ISD,48,9,1167,68,68,68,441,84,84,84
4816440,2014,DE LEON ISD,48,9,124,75,79,77,63,75,79,77
4816500,2014,DECATUR ISD,48,9,557,81,81,81,274,80,84,82
4816530,2014,DEER PARK ISD,48,9,2570,77,77,77,1107,87,87,87
4816570,2014,DEKALB ISD,48,9,172,70,74,72,76,75,79,77
4816620,2014,DEL VALLE ISD,48,9,2580,56,56,56,1127,71,71,71
4816650,2014,DELL CITY ISD,48,9,20,21,39,30,11,50,100,75
4816710,2014,DENISON ISD,48,9,865,74,74,74,360,83,83,83
4816740,2014,DENTON ISD,48,9,5040,71,71,71,2227,80,80,80
4816770,2014,DENVER CITY ISD,48,9,356,74,74,74,159,85,89,87
4816860,2014,DESOTO ISD,48,9,2905,55,55,55,1168,65,65,65
4816890,2014,DETROIT ISD,48,9,109,70,74,72,40,70,79,74.5
4816920,2014,DEVERS ISD,48,9,NA,NA,NA,NA,7,50,100,75
4816950,2014,DEVINE ISD,48,9,454,67,67,67,162,80,84,82
4816980,2014,DEW ISD,48,9,NA,NA,NA,NA,3,-3,-3,-3
4817010,2014,DEWEYVILLE ISD,48,9,129,60,64,62,56,70,79,74.5
4817040,2014,DIBOLL ISD,48,9,427,63,63,63,162,75,79,77
4817070,2014,DICKINSON ISD,48,9,2208,62,62,62,890,76,76,76
4817100,2014,DILLEY ISD,48,9,290,50,54,52,121,45,49,47
4817130,2014,DIME BOX ISD,48,9,59,60,69,64.5,19,60,79,69.5
4817160,2014,DIMMITT ISD,48,9,257,60,64,62,118,70,74,72
4817280,2014,DODD CITY ISD,48,9,57,80,89,84.5,20,80,100,90
4817390,2014,DONNA ISD,48,9,3710,55,55,55,1474,66,66,66
4817460,2014,DOUGLASS ISD,48,9,76,70,74,72,52,90,100,95
4817550,2014,DRISCOLL ISD,48,9,NA,NA,NA,NA,16,80,100,90
4817580,2014,DUBLIN ISD,48,9,178,75,79,77,99,85,89,87
4817610,2014,DUMAS ISD,48,9,979,59,59,59,423,74,74,74
4817640,2014,DUNCANVILLE ISD,48,9,3125,61,61,61,1399,62,62,62
4817700,2014,EAGLE MT-SAGINAW ISD,48,9,3640,74,74,74,1760,84,84,84
4817730,2014,EAGLE PASS ISD,48,9,3096,66,66,66,1364,77,77,77
4817760,2014,EANES ISD,48,9,1337,96,96,96,672,98,98,98
4817790,2014,EARLY ISD,48,9,240,85,89,87,127,85,89,87
4817830,2014,EAST BERNARD ISD,48,9,185,85,89,87,88,85,89,87
4817850,2014,EAST CENTRAL ISD,48,9,2314,62,62,62,1103,66,66,66
4817880,2014,EAST CHAMBERS ISD,48,9,258,65,69,67,116,80,84,82
4817960,2014,EASTLAND ISD,48,9,218,65,69,67,91,75,79,77
4818000,2014,ECTOR COUNTY ISD,48,9,6175,57,57,57,2717,61,61,61
4818030,2014,ECTOR ISD,48,9,58,60,69,64.5,23,60,79,69.5
4818060,2014,EDCOUCH-ELSA ISD,48,9,1208,61,61,61,506,67,67,67
4818070,2014,EDEN CISD,48,9,48,80,89,84.5,20,80,100,90
4818120,2014,EDGEWOOD ISD,48,9,199,70,74,72,85,70,74,72
4818150,2014,EDGEWOOD ISD,48,9,2396,53,53,53,953,68,68,68
4818180,2014,EDINBURG CISD,48,9,7662,64,64,64,3400,76,76,76
4818210,2014,EDNA ISD,48,9,333,62,62,62,145,70,74,72
4818280,2014,EL CAMPO ISD,48,9,677,76,76,76,355,68,68,68
4818300,2014,EL PASO ISD,48,9,13433,63,63,63,5344,76,76,76
4818330,2014,ELECTRA ISD,48,9,79,80,84,82,35,90,100,95
4818360,2014,ELGIN ISD,48,9,1085,63,63,63,441,71,71,71
4818390,2014,ELKHART ISD,48,9,233,80,84,82,102,85,89,87
4818480,2014,ELYSIAN FIELDS ISD,48,9,196,75,79,77,93,70,74,72
4818540,2014,ENNIS ISD,48,9,1330,60,60,60,553,79,79,79
4818600,2014,ERA ISD,48,9,89,80,84,82,43,80,89,84.5
4818660,2014,ETOILE ISD,48,9,NA,NA,NA,NA,4,-3,-3,-3
4818690,2014,EULA ISD,48,9,60,80,89,84.5,32,80,89,84.5
4818720,2014,EUSTACE ISD,48,9,321,67,67,67,138,75,79,77
4818750,2014,EVADALE ISD,48,9,85,85,89,87,34,80,89,84.5
4818780,2014,EVANT ISD,48,9,59,60,69,64.5,25,60,79,69.5
4818810,2014,EVERMAN ISD,48,9,1085,65,65,65,484,81,81,81
4818900,2014,FABENS ISD,48,9,597,67,67,67,172,80,84,82
4818940,2014,FAIRFIELD ISD,48,9,276,90,94,92,166,95,100,97.5
4819020,2014,FALLS CITY ISD,48,9,69,85,89,87,29,80,100,90
4819050,2014,FANNINDEL ISD,48,9,38,70,79,74.5,13,50,100,75
4819080,2014,FARMERSVILLE ISD,48,9,309,78,78,78,158,80,84,82
4819110,2014,FARWELL ISD,48,9,113,75,79,77,48,70,79,74.5
4819140,2014,FAYETTEVILLE ISD,48,9,36,70,79,74.5,25,80,100,90
4819170,2014,FERRIS ISD,48,9,444,70,70,70,214,75,79,77
4819280,2014,FLATONIA ISD,48,9,104,80,84,82,39,90,100,95
4819320,2014,FLORENCE ISD,48,9,223,65,69,67,90,65,69,67
4819350,2014,FLORESVILLE ISD,48,9,820,72,72,72,386,78,78,78
4819380,2014,FLOUR BLUFF ISD,48,9,1236,77,77,77,573,85,85,85
4819440,2014,FLOYDADA ISD,48,9,169,60,64,62,62,80,84,82
4819500,2014,FOLLETT ISD,48,9,28,60,79,69.5,13,50,100,75
4819530,2014,FORESTBURG ISD,48,9,36,80,89,84.5,22,80,100,90
4819560,2014,FORNEY ISD,48,9,1648,84,84,84,778,92,92,92
4819620,2014,FORSAN ISD,48,9,114,85,89,87,48,70,79,74.5
4819650,2014,FORT BEND ISD,48,9,14654,76,76,76,6637,83,83,83
4819700,2014,FORT WORTH ISD,48,9,17089,59,59,59,7660,69,69,69
4819740,2014,FRANKLIN ISD,48,9,212,80,84,82,98,90,94,92
4819770,2014,FRANKSTON ISD,48,9,144,65,69,67,61,95,100,97.5
4819820,2014,FREER ISD,48,9,169,55,59,57,86,65,69,67
4819830,2014,FRENSHIP ISD,48,9,1560,79,79,79,716,85,85,85
4819840,2014,FREDERICKSBURG ISD,48,9,625,71,71,71,258,80,84,82
4819950,2014,FRIENDSWOOD ISD,48,9,1231,89,89,89,518,95,95,95
4819980,2014,FRIONA ISD,48,9,250,60,64,62,107,75,79,77
4820010,2014,FRISCO ISD,48,9,7505,90,90,90,3778,94,94,94
4820040,2014,FROST ISD,48,9,103,60,64,62,43,70,79,74.5
4820070,2014,FRUITVALE ISD,48,9,71,75,79,77,22,60,79,69.5
4820100,2014,FT DAVIS ISD,48,9,39,70,79,74.5,17,80,100,90
4820130,2014,FT HANCOCK ISD,48,9,88,55,59,57,37,80,89,84.5
4820160,2014,FT SAM HOUSTON ISD,48,9,211,85,89,87,125,90,94,92
4820190,2014,FORT STOCKTON ISD,48,9,493,62,62,62,201,75,79,77
4820220,2014,GAINESVILLE ISD,48,9,572,67,67,67,208,75,79,77
4820250,2014,GALENA PARK ISD,48,9,5090,64,64,64,2058,75,75,75
4820280,2014,GALVESTON ISD,48,9,1526,61,61,61,623,69,69,69
4820310,2014,GANADO ISD,48,9,160,60,64,62,75,65,69,67
4820340,2014,GARLAND ISD,48,9,12342,68,68,68,5191,79,79,79
4820370,2014,GARNER ISD,48,9,NA,NA,NA,NA,6,50,100,75
4820400,2014,GARRISON ISD,48,9,141,75,79,77,71,90,94,92
4820460,2014,GARY ISD,48,9,82,75,79,77,35,70,79,74.5
4820500,2014,GATESVILLE ISD,48,9,533,74,74,74,244,85,89,87
4820550,2014,GEORGE WEST ISD,48,9,244,65,69,67,98,70,74,72
4820600,2014,GEORGETOWN ISD,48,9,2178,76,76,76,935,85,85,85
4820610,2014,GHOLSON ISD,48,9,47,70,79,74.5,17,80,100,90
4820640,2014,GIDDINGS ISD,48,9,409,77,77,77,174,85,89,87
4820700,2014,GILMER ISD,48,9,485,73,73,73,205,80,84,82
4820760,2014,GLADEWATER ISD,48,9,357,61,61,61,162,75,79,77
4820790,2014,GLASSCOCK COUNTY ISD,48,9,59,60,69,64.5,29,80,100,90
4820850,2014,GLEN ROSE ISD,48,9,285,80,84,82,150,85,89,87
4820960,2014,GODLEY ISD,48,9,337,69,69,69,167,75,79,77
4820970,2014,GOLD BURG ISD,48,9,42,60,69,64.5,22,60,79,69.5
4821000,2014,GOLDTHWAITE ISD,48,9,108,75,79,77,43,90,100,95
4821030,2014,GOLIAD ISD,48,9,278,70,74,72,118,90,94,92
4821060,2014,GONZALES ISD,48,9,583,64,64,64,246,65,69,67
4821090,2014,GOODRICH ISD,48,9,58,60,69,64.5,19,80,100,90
4821150,2014,GOOSE CREEK CISD,48,9,4865,65,65,65,1956,80,80,80
4821180,2014,GORDON ISD,48,9,47,80,89,84.5,19,60,79,69.5
4821270,2014,GORMAN ISD,48,9,77,65,69,67,22,60,79,69.5
4821300,2014,GRADY ISD,48,9,27,80,100,90,11,50,100,75
4821330,2014,GRAFORD ISD,48,9,67,65,69,67,26,60,79,69.5
4821360,2014,GRAHAM ISD,48,9,484,70,70,70,205,80,84,82
4821390,2014,GRANBURY ISD,48,9,1204,77,77,77,616,83,83,83
4821420,2014,GRAND PRAIRIE ISD,48,9,6309,66,66,66,2781,76,76,76
4821450,2014,GRAND SALINE ISD,48,9,248,75,79,77,124,70,74,72
4821480,2014,GRANDFALLS-ROYALTY ISD,48,9,29,60,79,69.5,7,50,100,75
4821540,2014,GRANDVIEW ISD,48,9,223,80,84,82,104,90,94,92
4821590,2014,GRANGER ISD,48,9,98,70,74,72,37,70,79,74.5
4821600,2014,GRAPE CREEK ISD,48,9,250,70,74,72,94,80,84,82
4821630,2014,GRAPELAND ISD,48,9,105,55,59,57,49,60,69,64.5
4821660,2014,GRAPEVINE-COLLEYVILLE ISD,48,9,2542,85,85,85,1240,86,86,86
4821720,2014,GREENVILLE ISD,48,9,922,68,68,68,424,83,83,83
4821750,2014,GREENWOOD ISD,48,9,430,74,74,74,246,75,79,77
4821780,2014,GREGORY-PORTLAND ISD,48,9,960,72,72,72,414,79,79,79
4821810,2014,GROESBECK ISD,48,9,370,59,59,59,146,65,69,67
4821840,2014,GROOM ISD,48,9,19,80,100,90,7,50,100,75
4821900,2014,GROVETON ISD,48,9,142,75,79,77,58,70,79,74.5
4821930,2014,GRUVER ISD,48,9,75,70,74,72,40,90,100,95
4821960,2014,GUNTER ISD,48,9,133,85,89,87,85,95,100,97.5
4821990,2014,GUSTINE ISD,48,9,35,70,79,74.5,16,40,59,49.5
4822020,2014,GUTHRIE CSD,48,9,23,80,100,90,9,50,100,75
4822050,2014,HALE CENTER ISD,48,9,131,70,74,72,74,80,84,82
4822120,2014,HALLETTSVILLE ISD,48,9,223,75,79,77,100,80,84,82
4822140,2014,HALLSBURG ISD,48,9,1,-3,-3,-3,NA,NA,NA,NA
4822170,2014,HALLSVILLE ISD,48,9,856,74,74,74,440,88,88,88
4822230,2014,HAMILTON ISD,48,9,140,75,79,77,64,80,84,82
4822260,2014,HAMLIN ISD,48,9,103,60,64,62,61,80,84,82
4822320,2014,HAMSHIRE-FANNETT ISD,48,9,354,88,88,88,141,95,100,97.5
4822350,2014,HAPPY ISD,48,9,49,90,100,95,27,80,100,90
4822380,2014,HARDIN ISD,48,9,269,70,74,72,109,80,84,82
4822410,2014,HARDIN-JEFFERSON ISD,48,9,390,82,82,82,179,85,89,87
4822470,2014,HARLANDALE ISD,48,9,3417,64,64,64,1398,71,71,71
4822500,2014,HARLETON ISD,48,9,154,70,74,72,71,90,94,92
4822530,2014,HARLINGEN CISD,48,9,4306,59,59,59,2034,67,67,67
4822560,2014,HARMONY ISD,48,9,171,85,89,87,78,75,79,77
4822590,2014,HARPER ISD,48,9,118,80,84,82,54,90,100,95
4822620,2014,HARROLD ISD,48,9,21,40,59,49.5,7,50,100,75
4822650,2014,HART ISD,48,9,57,60,69,64.5,25,60,79,69.5
4822680,2014,HARTLEY ISD,48,9,35,70,79,74.5,20,60,79,69.5
4822710,2014,HARTS BLUFF ISD,48,9,NA,NA,NA,NA,14,50,100,75
4822740,2014,HASKELL CISD,48,9,98,80,84,82,37,80,89,84.5
4822770,2014,HAWKINS ISD,48,9,179,70,74,72,67,75,79,77
4822800,2014,HAWLEY ISD,48,9,133,65,69,67,75,85,89,87
4822830,2014,HEARNE ISD,48,9,247,40,44,42,98,40,44,42
4822850,2014,HEDLEY ISD,48,9,32,60,69,64.5,15,50,100,75
4822890,2014,HEMPHILL ISD,48,9,192,65,69,67,85,75,79,77
4822920,2014,HEMPSTEAD ISD,48,9,335,52,52,52,149,55,59,57
4822970,2014,HENDERSON ISD,48,9,716,64,64,64,341,73,73,73
4822980,2014,HENRIETTA ISD,48,9,166,75,79,77,88,80,84,82
4823010,2014,HEREFORD ISD,48,9,1062,48,48,48,346,69,69,69
4823040,2014,HERMLEIGH ISD,48,9,48,70,79,74.5,19,80,100,90
4823070,2014,HICO ISD,48,9,133,70,74,72,55,80,89,84.5
4823100,2014,HIDALGO ISD,48,9,858,55,55,55,376,64,64,64
4823140,2014,HIGGINS ISD,48,9,27,60,79,69.5,15,50,100,75
4823160,2014,HIGH ISLAND ISD,48,9,49,40,49,44.5,21,60,79,69.5
4823190,2014,HIGHLAND ISD,48,9,20,80,100,90,11,50,100,75
4823250,2014,HIGHLAND PARK ISD,48,9,1084,98,98,98,549,98,98,98
