dist,children,predom_race,grad_rate_midpt,pct_pov,pct_SP,pct_HHVJ,pct_CC,pct_NCI,pct_CD,pct_CLI,pct_hisp_latino,pct_white,pct_black,pct_native,pct_asian
Caledonia Community Schools,5145,White,90.0587668593449,4.944,16.247,30.281,0.838,4.861,3.537,0.311,5.3,88.8,0.1,0.3,2.1
Calumet Public Schools,1152,White,67.5327380952381,17.488,40.078,31.218,1.297,10.276,9.809,0,0.9,95.7,0,0.3,0
Camden-Frontier School District,782,White,87.29038461538461,31.704,26.945,21.491,5.98,39.779,0.256,0,1.8,97.4,0,0,0.7
Capac Community School District,1753,White,74.89919714540589,9.387,26.918,22.287,2.37,9.995,7.929,0,16.5,81.1,0,0,0
Carman-Ainsworth Community School District,4608,White,78.75108973395461,30.491,51.197,31.536,1.382,25.397,9.353,0,9.2,49,31.5,0.7,1.2
Carney-Nadeau Public Schools,267,White,40.64869888475837,13.333,28.333,19.54,2.537,7.692,13.109,0,4.3,87,0,1.7,0
Caro Community Schools,1777,White,75.31427125506073,16.589,30.218,24.179,2.389,17.545,10.073,0,3.1,92.2,1.9,0,1.3
Carrollton School District,1059,White,71.20408163265306,23.799,47.553,36.45,2.767,1.056,0,0,17.7,51.2,28.8,0,0
Carson City-Crystal Area School District,1650,White,81.87904761904761,19.183,33.241,22.931,1.586,32.43,5.091,1.273,8.5,88.1,0,0,0.3
Carsonville-Port Sanilac School District,563,White,52.41415662650602,19.927,25.956,31.17,1.477,17.197,4.263,0,0.7,95.3,0,0.7,0
Caseville Public Schools,157,NA,NA,14.356,17.778,25.768,0.47,16.146,8.917,0,NA,NA,NA,NA,NA
Cass City Public Schools,1244,White,89.5382096069869,20.082,25.61,22.89,1.264,28.654,10.691,8.199,4.9,94.2,0.9,0,0.4
Cassopolis Public Schools,1327,White,66.3607427055703,16.98,38.592,23.24,2.47,25.831,5.35,1.13,2.1,76.3,10.4,0.8,0.8
Cedar Springs Public Schools,3873,White,85.50515121302759,9.728,34.941,30.43,1.458,13.01,7.72,0,4.3,89.5,0,0,0.6
Center Line Public Schools,3217,White,69.12278015921616,23.676,47.016,28.783,2.94,18.849,6.466,2.114,4.1,46,29.1,0,11.4
Central Lake Public Schools,383,White,86.93050193050193,15.128,19.477,30.203,1.485,17.103,2.611,0,1.1,97.2,0,0,1.1
Central Montcalm Public Schools,1785,White,91.06580016246951,19.634,33.377,28.881,1.432,22.063,6.667,1.345,9.1,88.9,0,0,0
Centreville Public Schools,834,White,78.38157894736841,12.485,28.017,20.046,2.984,14.045,6.355,0.24,0.6,92.3,1.4,0,0
Charlevoix Public Schools,1100,White,86.7102564102564,12.438,32.759,30.508,0.583,14.925,6.727,0.091,3.8,87.6,1.1,5.4,1.6
Charlotte Public Schools,3169,White,80.16622458001768,10.461,30.918,25.505,2.717,11.662,10.319,0.757,8.3,84.6,1.3,1.7,0
Chassell Township School District,437,White,80.26415094339622,6.94,31.407,30.582,3.333,9.178,5.721,0.915,1,93.5,0,0,1
Cheboygan Area Schools,1863,White,83.16877256317689,23.642,24.362,41.04,1.199,14.234,9.125,0,4.3,82.4,0,2.2,0
Chelsea School District,2670,White,93.16645859342488,4.345,17.001,26.33,0.046,10.132,3.82,0,4.5,89.5,0.6,0,0
Chesaning Union Schools,1743,White,83.92122395833333,13.731,31.039,27.538,0.484,10.157,6.885,0,9.5,88.3,0.3,0,0
Chippewa Hills School District,2764,White,70.1498161764706,16.543,29.023,25.62,2.243,17.46,9.407,0.76,2.5,88.8,0.6,2.3,0
Chippewa Valley Schools,17970,White,90.71434785310385,7.958,23.706,27.029,0.798,2.599,3.406,2.02,3.7,78.4,10.4,0.2,3.5
Church School District,15,NA,NA,23.81,40,14.516,0,19.048,13.333,0,NA,NA,NA,NA,NA
Clare Public Schools,1418,White,84.75884016973126,20.895,17.512,25.695,1.798,33.666,3.032,4.937,9.5,87.8,0.4,0,0.4
Clarenceville School District,1658,White,82.80858468677494,18.893,33.264,25.391,1.46,10.996,4.101,0,10.3,65.9,13.2,1,4.2
Clarkston Community School District,8598,White,87.96805555555557,5.37,22.387,25.851,0.754,2.16,3.547,0.733,5.9,82.5,5.4,0,2.1
Clawson City School District,1340,White,81.9533560864619,5.782,28.034,25.71,1.61,5.831,4.478,0.448,6.1,86.2,3.4,0,1.5
Climax-Scotts Community School District,572,White,74.64948453608247,13.92,44.101,23.923,0.262,5.744,13.462,0,0,94.8,0.8,0,0
Clinton Community Schools,835,White,88.00486381322958,9.751,28.829,23.683,0.389,7.456,11.377,0,4.4,92.4,0.5,0,0
Clintondale Community Schools,2715,White,35.01377952755906,23.772,49.53,26.41,2.707,10.072,16.648,0,5.5,50.4,31,0,2.7
Clio Area School District,2918,White,71.2916164053076,16.34,36.956,29.18,0.301,8.736,8.944,1.165,4.6,89.7,0.3,0.3,0
Coldwater Community Schools,3420,White,75.7917842583882,17.541,28.372,26.726,1.687,9.176,4.415,0.585,9.4,87.1,0,1.1,0.9
Coleman Community School District,795,White,91.13548387096772,18.326,30,34.627,3.238,28.777,11.321,0,4.1,93.9,0.5,0.5,0
Colfax Township School District 1F,24,NA,NA,19.048,27.778,21.429,3.797,0,16.667,0,NA,NA,NA,NA,NA
Coloma Community Schools,1673,White,66.33055827619981,16.975,28.256,31.236,1.48,20.591,6.336,0,7.3,85.4,0.6,0,0
Colon Community School District,1053,White,81.8960498960499,16.884,10.626,20.748,2.969,24.55,6.078,0,2.2,96.1,0.4,0.4,0
Fairview Area School District,410,White,79.51465798045602,30.423,22.546,26.049,2.883,12.544,3.171,0,4.1,89.2,1.1,4.1,0
Comstock Public Schools,2311,White,52.445161290322574,21.436,40.385,27.205,0.801,4.069,17.438,2.164,7.1,62.7,13.5,0,2.5
Comstock Park Public Schools,2426,White,82.80468360737419,12.094,41.802,35.277,4.205,8.479,4.04,1.195,16.1,73.4,7.7,0,1.8
Concord Community Schools,788,White,90.7548138639281,9.692,14.638,22.403,1.084,10.192,4.695,0,4,91.3,3.4,0,0
Constantine Public School District,1170,White,72.22835195530726,13.618,23.576,22.388,2.775,7.481,12.991,0,7.4,82.1,0.3,0,0.9
Coopersville Public School District,2633,White,93.32133213321332,6.928,17.599,25.05,2.773,5.262,9.419,0.608,5.6,85.4,0,0.5,1.5
Corunna Public School District,1597,White,89.8270326255826,11.378,21.522,28.057,0.804,9.531,9.768,0,2.8,94.5,2.1,0,0
Covert Public Schools,440,Hispanic/Latino,77.79166666666667,29.83,28.363,34.626,1.756,27.372,2.045,22.273,53.2,28.6,13,0,0
Crawford AuSable Schools,1638,White,79.05112598904444,24.555,31.626,34.878,1.541,12.367,7.143,0,4.1,87.5,0.6,0.9,1.3
Croswell-Lexington Community School District,2164,White,80.76708507670851,16.044,27.086,26.277,0.985,14.457,6.608,0,9.6,86.1,0.7,0,0.7
Forest Park School District,525,White,92.30855855855856,19.067,31.096,27.019,1.152,24.397,6.286,0,11,88.1,0,0,0
Dansville Schools,892,White,89.45304568527919,7.335,19.182,25.612,0.941,17.019,7.175,0,4.7,91.2,0.5,0.5,0
Davison Community Schools,5048,White,85.48176470588236,12.841,25.997,28.558,1.006,8.964,7.706,0,7.8,77,4.4,0.4,3.6
DeWitt Public Schools,3108,White,95.65560821484992,2.681,19.02,24.019,0.417,1.05,5.856,0.322,6.2,84.9,4.2,0.7,0.7
Dearborn City School District,22007,White,92.38546143537133,37.479,21.958,31.767,6.57,19.525,6.062,11.024,3.9,89,2.6,0.1,0.7
Dearborn Heights School District 7,1783,White,79.35272277227723,27.73,50.954,28.493,2.039,7.463,13.012,4.206,9.8,72.9,8.1,1.7,0.6
Westwood Community Schools,3646,Black,43.83398795496203,39.911,57.962,37.312,3.459,27.258,6.144,0.933,4.2,30,58.8,0,0
Decatur Public Schools,1147,White,80.70717592592592,18.597,25.784,29.767,1.346,18.685,4.882,1.221,26.1,68.1,0.4,0.4,0
Deckerville Community School District,595,White,90.45108695652176,24.836,37.595,17.353,0.802,27.106,6.555,0,10.7,87.5,0.7,0,0
Delton-Kellogg School District,1645,White,70.84063492063493,9.443,28.138,20.53,1.249,7.931,4.438,0,2,95.3,0.3,0.3,0
DeTour Area Schools,265,White,79.61538461538461,17.808,15.726,39.065,0,9.836,9.057,0,0,53.1,0,34.7,0
Detroit City School District,120016,Black,75.41248994907531,45.77,68.511,29.859,2.693,35.137,7.945,3.704,12.2,6,78.1,0.1,1.1
Dexter Community School District,4320,White,92.77591217307072,6.377,12.743,19.429,0.165,3.693,4.63,0,4.3,88.9,0.4,0,1.2
Dowagiac Union Schools,2292,White,72.33736396614269,25.397,46.142,26.195,2.8,16.026,14.267,0,20,59.4,9.2,4.6,0.9
Dryden Community Schools,767,White,87.02773246329527,6.41,19.413,19.023,0,5.616,7.953,0,0.6,98.6,0,0,0
Dundee Community Schools,1485,White,88.58894960534306,8.804,29.372,23.681,0.871,13.857,9.024,0,4.9,94,1.1,0,0
Durand Area Schools,1442,White,84.94698475811796,14.95,37.674,28.042,0.637,8.367,7.767,0,5,88.4,0.7,0,0.3
East China School District,4870,White,87.33341249109476,10.234,15.715,25.648,1.019,5.157,4.271,0,1.5,94.6,0.2,0,1.2
East Detroit Public Schools,7232,Black,69.21392677674085,27.456,62.121,26.81,2.294,14.092,8.131,0,1.8,25.9,64.8,0.2,0.6
East Grand Rapids Public School District,2958,White,93.13495222929936,2.135,22.146,21.542,0,1.589,2.975,0,3.5,90.8,1.6,0.2,0.8
East Jackson Community Schools,1073,White,70.70471698113208,21.306,45.846,32.946,1.392,7.804,11.184,0,1.6,95.9,1,0,0
East Jordan Public Schools,1231,White,74.39824945295405,19.325,27.43,25.112,1.82,18.614,7.961,0,5.8,87.1,0,0.4,0
East Lansing School District,3119,White,88.3590721321894,10.703,30.156,32.011,2.145,9.071,3.847,4.04,7.8,66.8,10.8,0,6.6
Easton Township School District 6,83,White,NA,12.281,24.658,20.423,2.105,1.709,2.41,0,12.5,75,0,0,0
Eaton Rapids Public Schools,2632,White,76.64352011000344,9.67,25.25,21.59,0.928,11.845,12.158,0,6.2,86.4,2.3,0,1.9
Eau Claire Public Schools,582,White,78.99756986634264,20.207,20,27.484,5.511,19.292,2.234,18.557,28.2,61.2,4.9,0.8,0
Ecorse Public School District,1611,Black,62.537181487259495,42.588,76.332,27.491,2.328,29.688,11.359,0,29.2,9.5,39.3,1.7,0
Montabella Community Schools,1256,White,79.83875162548765,17.091,32.941,21.113,3.297,22.534,6.051,2.946,10.2,87.8,0,0.4,0
Edwardsburg Public Schools,2110,White,91.56090289608176,9.155,22.358,23.574,2.794,11.536,8.341,0,5.3,83.8,0.2,0,0.8
Elk Rapids Schools,1289,White,87.77112676056338,9.831,20.035,32.428,1.216,13.536,5.508,0,6.2,88,0,2.1,0
Elkton-Pigeon-Bay Port Schools,1007,White,85.62312138728323,14.407,26.19,23.506,0.612,14.782,4.369,2.284,6.3,90.5,1.1,0,0.4
Ellsworth Community Schools,289,White,86.84824902723734,19.565,9.388,22.433,1.301,27.616,6.228,0,0,89.1,3.6,0,0
Elm River Township School District,155,NA,NA,44.444,0.649,57.143,25.217,0,0,0,NA,NA,NA,NA,NA
Escanaba Area Public Schools,2757,White,81.43165805542509,16.018,51.888,34.324,1.742,13.025,6.565,0,2,88.6,0.6,1.6,0.6
Essexville-Hampton Public Schools,1495,White,88.12896953985742,16.784,34.64,27.73,1.535,8.781,8.161,0,6.9,85.8,2.7,0,0
Evart Public Schools,1093,White,75.98151950718686,22.964,33.299,27.809,2.599,28.102,10.704,1.464,11.2,77.6,4.9,1,0
Excelsior Township School District 1,82,NA,NA,20.69,56.25,38.587,11.972,2.804,13.415,0,NA,NA,NA,NA,NA
Farmington Public School District,12173,White,88.67206698825885,5.965,20.249,23.182,1.39,3.216,5.249,1.84,3.4,57.4,20,0.7,12
Farwell Area Schools,1725,White,78.57927984838913,28.081,29.181,31.521,3.072,22.681,12.986,0,3.7,90.6,2,0,0
Fennville Public Schools,1915,White,78.75572047000618,17.757,24.739,21.322,2.644,23.91,3.655,2.402,35.2,63,0,0.2,0
Fenton Area Public Schools,3789,White,87.83705772811919,9.531,19.104,23.431,0.906,3.635,5.965,0,4.7,86.4,0.4,0,0
Ferndale Public Schools,2139,White,65.49792979297929,12.609,36.857,27.275,0.423,8.235,6.919,0,3.5,52.8,25.5,1.7,1.4
Fitzgerald Public Schools,3013,White,74.12159154145799,33.266,45.12,34.653,4.212,16.023,6.737,5.443,3.2,39.4,31.9,0,19
Flint City School District,17379,Black,63.487294761532446,45.392,71.258,33.168,2.089,37.372,10.369,0.23,5.6,22.7,62.1,0.7,0.1
Flushing Community Schools,4257,White,86.37160527023394,13.848,21.075,27.014,0.355,7.221,3.805,0,9.9,75.4,6.3,0,0.6
Forest Area Community Schools,811,White,74.97849462365592,18.644,31.35,31.151,4.272,14.068,10.481,0,0.5,92.5,4.1,1.4,0
Forest Hills Public Schools,10516,White,94.01050948137994,4.562,10.279,24.263,0.338,1.201,2.064,0.428,3.7,81.4,0.6,0.2,9.7
Gwinn Area Community Schools,1619,White,69.9198606271777,19.287,37.001,30.59,1.281,17.007,6.424,1.297,4.5,88.2,1.4,1,0.3
Fowler Public Schools,548,White,91.87820512820514,6.18,22.267,15.136,0.217,2.921,5.109,1.825,12.6,84.7,0,0,0
Fowlerville Community Schools,3217,White,83.04509803921569,7.277,29.512,24.806,2.216,12.321,7.15,0,4.2,91,0,0.5,0.4
Frankenmuth School District,1504,White,95.76158940397352,4.958,12.545,28.284,0.905,4.158,3.79,0,3,94.9,1.3,0,0
Frankfort-Elberta Area Schools,293,White,92.0280172413793,21.6,35.338,32.019,0.401,0.857,1.024,0,8.8,91.2,0,0,0
Fraser Public Schools,4161,White,93.29391660970607,11.913,35.979,28.245,1.265,5.052,6.994,2.091,3.3,77.4,14,0,1.2
Freeland Community School District,2308,White,92.14782016348776,6.035,22.814,22.78,0.244,2.753,6.976,0,2,93.2,0,0,0.9
Fremont Public School District,2615,White,75.23415559772296,16.865,28.167,28.346,1.801,19.247,6.08,0.268,13,78.8,2.5,1.1,0.2
Fruitport Community Schools,3608,White,77.67303609341826,11.008,26.268,27.115,2.051,12.847,6.901,0,9.7,83,3.4,0,0.4
Fulton Schools,874,White,59.62068965517241,12.579,33.846,18.295,0.663,14.671,6.293,0,8.4,85.5,0,0,0
Galesburg-Augusta Community School District,1329,White,77.61823966065748,14.088,31.396,24.756,0.439,3.169,9.932,0,11.8,83.1,0.8,0,0
Galien Township School District,424,White,NA,14.663,28.613,21.362,1.185,17.584,1.887,0.943,6.8,87.8,1.1,0,1.1
Ganges School District 4,30,NA,NA,8.696,7.692,24.138,1.143,2.941,13.333,0,NA,NA,NA,NA,NA
Garden City School District,4073,White,68.18021201413427,18.529,38.542,33.71,1.685,7.581,10.091,0.761,6.4,88.5,2.2,0,0.7
Engadine Consolidated Schools,337,White,56.59266802443992,29.545,35.039,29.079,5.047,35.351,6.825,6.528,10.5,49.1,3.5,28.1,0
Gaylord Community Schools,3396,White,80.3122878479294,14.693,34.148,42.407,2.444,9.115,8.657,0,2.7,90.4,0.4,0,0
Genesee School District,232,NA,NA,23.05,42.478,32.424,2.715,9.375,23.707,0,NA,NA,NA,NA,NA
Roscommon Area Public Schools,1396,White,81.24564459930313,26.041,30.549,33.903,0.952,10.581,13.897,0,1.6,87.6,0.3,6.4,0
Gibraltar School District,3667,White,82.73554183043234,9.863,24.748,23.845,1.753,6.855,5.509,0.191,7.3,78.8,9.3,0,0.6
Gladstone Area Schools,1637,White,72.5139470013947,15.629,23.521,30.491,0.702,3.725,8.919,0.244,3.4,91.2,0,1.4,0
Gladwin Community Schools,2021,White,81.20743205768164,27.385,28.629,27.258,2.32,36.873,4.552,1.286,0.2,93.3,0,0,4
Glen Lake Community Schools,514,White,90.7198275862069,12.305,32.211,32.144,0.805,6.151,2.14,0,4.3,90.3,0.9,0,0.9
Gobles Public School District,1191,White,79.04111245465538,22.082,36.364,28.119,3.507,19.022,10.495,0,4.2,85.4,2.4,0.4,0.4
Godfrey-Lee Public Schools,2274,Hispanic/Latino,78.89808668488871,21.463,54.009,28.975,4.053,11.544,9.675,9.235,74.3,19.1,4.5,0,0.7
Godwin Heights Public Schools,2339,Hispanic/Latino,77.71470266326159,20.044,60.102,29.038,8.355,15.174,7.311,2.95,55.7,24.6,8.3,0.7,1.1
Goodrich Area Schools,1831,White,95.24116222760291,6.919,18.103,18.871,0.261,1.482,3.113,0,0.6,96.4,0,0,1.2
Grand Blanc Community Schools,9175,White,88.77105467737756,9.537,25.455,25.316,0.466,5.078,2.714,0,2.8,78.1,12.6,0,3.3
Grand Haven Area Public Schools,6986,White,78.63186388244392,6.246,24.85,25.136,1.119,4.691,8.46,0,6,90.1,0.7,0.2,0.9
Grand Ledge Public Schools,5398,White,90.51331770722352,6.582,30.968,26.737,1.808,8.174,5.65,0,8.5,80,3.3,0,2.9
Grand Rapids Public Schools,29556,Hispanic/Latino,64.34719402257777,22.573,47.411,29.689,2.594,13.517,7.477,5.539,33.8,29.3,28.1,0.1,0.9
Grandville Public Schools,6983,White,90.928102121269,6.027,27.968,29.585,1.642,4.589,5.084,1.661,9.6,74.1,3,0.4,4.5
Grant Public School District,1874,White,81.37458006718926,16.106,21.645,26.17,2.465,20.661,6.51,0,13.4,82.2,1.1,0.2,0.5
Grant Township School District 2,10,NA,NA,20,10,30.435,4.211,23.077,0,0,NA,NA,NA,NA,NA
Grass Lake Community Schools,1129,White,89.94969199178645,6.508,18.916,24.897,0.076,4.231,8.06,0,2.3,92.5,0,0,3.3
Greenville Public Schools,4178,White,86.60685543964233,15.166,32.206,30.552,1.673,14.596,11.991,0,6.2,86.6,1.6,0,0.5
Grosse Ile Township Schools,1593,White,95.5698393077874,6.552,16.98,21.481,0.601,5.36,3.076,0,5.6,89.4,3.2,0,0.7
Gull Lake Community Schools,3570,White,78.321165438714,7.912,23.987,22.02,0.849,5.592,3.445,0.14,2.7,82.9,6.1,0,4.8
Hagar Township School District 6,71,NA,NA,14.474,32.812,24.79,6.383,20,0,4.225,NA,NA,NA,NA,NA
Hale Area Schools,525,White,84.24444444444444,27.606,40.129,36.21,0.894,15.657,8.762,0,0,96.8,0,0,0
Hamilton Community Schools,2983,White,87.80544435548438,6.385,17.441,24.483,1.31,7.653,1.777,0,9.7,86.3,0,0.6,0
Hamtramck Public Schools,5002,White,73.87930706263087,56.951,21.264,39.582,9.216,27.742,3.998,21.012,0.2,51.9,15.8,0,21.3
Hancock Public Schools,1120,White,81.90131578947368,12.566,16.042,30.455,4.358,17.32,3.125,4.732,4.3,93.3,0.4,0,0
Hanover-Horton Schools,1185,White,84.25307377049181,9.034,29.58,20.844,0.421,7.207,3.882,0,0.4,88.8,0.4,10.2,0
Harbor Springs School District,952,White,91.26064516129031,7.795,23.669,35.196,0.561,11.739,4.622,0.21,0.5,88,0,4,0
Harper Creek Community Schools,2404,White,91.4765784114053,13.22,25.596,27.006,0.346,10,1.04,0,3.7,87.4,0,6.9,1.7
Harper Woods City Schools,1303,Black,52.66208425720621,33.022,64.815,27.003,2.53,3.358,6.063,0,0.3,12.5,82.8,0,0
Harrison Community Schools,1587,White,80.95305164319248,32.871,35.191,38.463,2.181,22.487,12.728,0,1.8,93.4,0.3,0,0
Hart Public School District,1273,White,83.66071428571429,21.192,32.977,23.502,3.508,29.102,9.427,3.535,36.3,59,0.3,0.9,0
Hartford Public School District,1534,White,70.12223016440313,28.983,43.005,29.485,6.208,24.553,7.106,3.716,34.2,57.3,1,0.3,1.7
Hartland Consolidated Schools,5751,White,93.21862917398946,3.858,12.662,26.386,1.397,6.156,4.225,0.191,2.2,93.2,0.5,0,0.4
Haslett Public Schools,2780,White,92.30082304526748,7.933,21.888,23.884,0.125,2.846,3.165,1.583,5.8,83.3,1.8,0,5.4
Hastings Area School District,2986,White,80.27739098570905,9.922,29.139,26.685,1.633,11.804,2.813,0,5.9,89.4,0,0.7,1.1
Hazel Park City School District,3026,White,40.00015964240102,21.426,53.018,36.887,1.463,8.797,7.006,0,1,67.4,21.2,0,1
Hemlock Public School District,1491,White,77.93953858392999,8.297,15.625,20.869,0.398,11.256,9.256,0,12.2,86.4,0.7,0,0
Hesperia Community Schools,976,White,78.41396263520157,23.964,42.558,24.496,5.812,31.692,6.557,0,8.5,89.3,0,0,0
Highland Park City Schools,1849,Black,NA,46.158,82.774,27.257,0.455,47.925,10.33,0,2.2,4.9,89.6,0,0
Hillman Community Schools,404,White,76.64950980392157,25.778,26.934,27.618,0.459,15.613,3.465,0,1.1,100,0,0,0
Hillsdale Community Schools,2159,White,77.56237753102548,17.492,23.346,27.701,1.42,17.06,5.465,0.741,4.9,93,0.2,0,0
Holland City School District,5679,White,74.92261640798226,11.196,31.338,27.275,2.752,13.125,5.23,0.669,39.7,47.9,7.9,0.3,1.4
Holly Area School District,4918,White,82.0618151166058,13.62,37.241,25.618,1.075,11.163,7.076,0,7.6,86.9,0.4,0,0.3
Holt Public Schools,5424,White,80.02431087289433,11.488,32.773,25.86,0.942,4.047,7.596,3.54,7.4,69.8,7.7,0,6.7
Holton Public Schools,990,White,69.3996282527881,19.803,33.891,26.825,1.51,15.134,12.727,0,13.4,82.8,0,0,0
Homer Community Schools,852,White,89.76940133037694,19.41,40.588,21.148,1.857,25.162,6.925,0,4.4,88.1,1.9,0,0
Hopkins Public Schools,1530,White,91.00359712230215,7.678,6.792,24.836,0.999,12.083,2.549,0,2.2,93.3,0.3,2.2,0.3
Houghton Lake Community School District,1732,White,60.031711317659926,31.901,41.051,39.635,1.618,9.957,6.351,0,5.8,88.1,0,1,1
Howell Public Schools,9165,White,86.41948560246016,5.578,23.639,31.299,1.106,8.403,4.877,0.109,3.4,92.4,0.5,0.4,0.7
Hudson Area Schools,1016,White,76.77147623019184,15.17,42.254,23.144,0.671,16.826,10.138,0,11.1,87.1,0.5,0,0
Hudsonville Public School District,8615,White,91.29804625199364,2.324,16.103,25.228,1.443,3.543,3.598,0,6.7,86.4,1.8,0,0.7
Huron School District,2412,White,84.93960784313725,11.097,23.35,21.064,0.843,4.897,0.954,0,2.1,92.9,0,0,0
Huron Valley Schools,9993,White,86.57620976337668,6.698,15.263,26.5,0.554,3.79,4.533,0.42,4,89.7,1.8,0.7,1.2
Ida Public School District,1448,White,95.10263929618768,4.783,24.185,21.01,0.346,11.014,6.285,0,0.7,92.5,3.4,0,0
Imlay City Community Schools,2477,White,92.14088274632188,13.043,19.371,26.671,3.558,17.629,4.239,9.124,22.3,75.2,0.4,0,0
Inland Lakes Schools,737,White,84.93572311495673,21.175,43.034,34.631,0.322,19.507,8.82,0,0.6,93.6,0,0,0.6
Ionia Public Schools,3433,White,79.72013536379019,16.028,23.343,23.674,1.477,22.74,7.69,0,10.8,78.6,6.3,0,0
Ionia Township School District 2,176,White,NA,17.714,22.293,22.484,8.447,11.441,9.091,0,13.5,83.8,0,0,0
Iron Mountain Public Schools,1246,White,63.0710209258085,16.608,34.273,27.697,0.796,4.881,9.069,0,1.6,95.3,0,0,0.8
Ironwood Area Schools,995,White,77.39978678038379,25.981,43.345,27.965,0.503,31.197,1.206,0,2.2,90,4.4,0,0
Ishpeming Public School District,951,White,84.98893499308437,18.616,22.32,28.731,0,10.007,8.517,0,0,99.5,0,0,0
Ithaca Public Schools,1428,White,82.59608138658628,15.467,32.202,20.626,0.473,16,5.252,0,11.1,84.9,1.6,0.3,0.3
Jackson Public Schools,9398,White,63.24896040499006,25.104,50,30.649,2.08,16.759,8.736,0.66,7.4,59.6,23.3,0.3,1.8
Jefferson Schools,2195,White,84.9974567650051,13.343,31.04,24.219,1.85,2.822,4.601,0,12.8,81.4,0,0,0.8
Jenison Public Schools,5018,White,93.49462634341415,3.485,18.11,32.415,0.263,3.014,2.431,0,8.5,78.6,1.1,0,1
Johannesburg-Lewiston Area School District,752,White,88.5366568914956,19.061,30.03,35.159,1.321,15.483,10.106,0,1.6,95.3,0,1.6,0.6
Jonesville Community Schools,1093,White,70.59598494353827,13.224,29.816,23.886,2.013,12.057,5.124,0,3.7,87.2,2.3,3.2,0.9
Kalamazoo Public School District,14378,White,68.3537163943068,23.575,54.7,32.473,1.778,7.779,8.812,0.855,12,44.1,28.8,0.2,1.5
Kaleva Norman Dickson School District,645,White,75.80265654648956,26.694,29.038,32.772,1.223,9.988,5.426,0,4.3,93.1,0.7,0,0
Kalkaska Public Schools,1907,White,69.70901639344262,19.028,39.676,35.262,1.796,20.56,5.558,0,0.6,95,0.9,0.9,0.6
Kearsley Community Schools,2946,White,79.75846627483908,23.465,49.292,33.254,3.122,5.932,8.893,0.305,9.8,79.5,0.4,3.8,0.4
Kelloggsville Public Schools,2144,White,72.03365718251214,20.903,56.199,31.622,3.515,7.106,9.655,13.433,30.5,37.8,16.5,0,6.3
Kenowa Hills Public Schools,3905,White,81.16127023661271,9.304,32.114,27.671,1.142,5.579,8.656,3.227,7.7,76.6,5.2,0,3.2
Kent City Community Schools,1640,White,90.6875,12.924,23.341,26.926,2.371,19.967,4.756,2.744,13.2,81.9,2.1,0,1.1
Kentwood Public Schools,11923,White,74.1210531247072,14.985,42.418,28.651,2.587,9.948,4.714,6.383,14.4,40.9,25.7,0,11.9
Kingsley Area Schools,1545,White,86.51771956856703,9.975,31.604,31.184,3.037,11.145,5.049,0,2.4,95.7,0,0,0.8
Kingston Community School District,490,White,78.77583697234353,16.068,22.959,21.531,0.531,18.182,6.531,0,8.2,84.7,4.1,0,0
Laingsburg Community School District,971,White,91.62548638132296,7.481,21.046,21.622,0.406,5.527,5.149,0,2.3,93.6,1.2,0.5,0.5
Lake City Area School District,1302,White,81.10492700729927,25.425,36.69,23.853,2.496,17.452,10.369,0,3.3,91.8,0.3,0,0.3
Lake Fenton Community Schools,1742,White,92.91540948275862,7.386,31.259,25.994,1.319,5.25,4.478,0,4.2,89.9,0.3,0,2.6
Lake Linden-Hubbell School District,607,White,86.49450549450549,18.687,26.735,26.91,1.689,7.853,3.295,0,0.7,96.6,0,0,1.7
Lake Orion Community Schools,8847,White,92.71716744251655,4.057,22.327,25.298,0.963,3.186,3.753,1.469,7.3,83.6,3,0.2,2.5
Lakeshore School District,3140,White,90.54322527015792,6.928,25.704,23.501,1.161,8.215,3.503,0.064,6,85.6,3.6,0,1.7
Lakeview School District,3813,White,89.38104639684107,16.77,32.64,24.812,1.54,5.91,9.415,1.206,8.2,67.7,6.3,0.3,6
Lakeview Public Schools,2709,White,93.33050212340744,8.585,28.685,29.231,1.642,3.706,5.648,0,3.8,87.9,1.8,0.2,0.4
Lakeview Community Schools,1714,White,86.5132275132275,20.494,27.411,25.071,1.406,29.72,6.593,0,4.8,85.6,1.6,3.5,0
Lakeville Community Schools,1782,White,79.55771812080536,15.402,28.802,30.332,1.486,7.505,5.275,0,4.2,92.4,0,0.6,0.2
Lakewood Public Schools,2504,White,88.08510638297872,9.794,30.244,25.927,2.388,13.21,7.788,0.559,9.2,84.6,3.3,0.7,0.9
Lamphere Public Schools,2220,White,82.56973415132924,15.199,33.366,28.857,2.089,10.049,7.613,9.369,1.1,82.2,3.7,0,5.3
Lansing Public School District,19801,White,59.69253469452863,29.231,54.774,31.355,2.087,21.693,10.616,3.879,18.9,31.7,26.6,0.4,4.1
Lapeer Community Schools,6482,White,80.61565896739131,12.795,29.895,26.766,1.043,10.36,5.785,1.512,4.8,88.5,0.8,0.4,1.7
Lawrence Public School District,646,White,85.1024208566108,20.147,36.204,25.683,5.567,25.958,0.464,5.728,26.8,71.5,0,0.7,0.7
Lawton Community School District,867,White,83.64079273327829,14.168,39.922,20.543,1.554,9.76,4.498,0,9,74.1,0,0.5,0
Leland Public School District,517,White,89.29597701149424,9.661,23.368,23.937,1.575,1.713,1.547,0,8.2,89.4,0,0,0.9
