GeoId|Geography|LEAID|Year|Iteration|CDP05.3_51est|CDP05.3_51moe|CDP05.3_52est|CDP05.3_52moe|CDP05.3_52pct|CDP05.3_52pctmoe|CDP05.3_53est|CDP05.3_53moe|CDP05.3_53pct|CDP05.3_53pctmoe|CDP05.3_54est|CDP05.3_54moe|CDP05.3_54pct|CDP05.3_54pctmoe|CDP05.3_55est|CDP05.3_55moe|CDP05.3_55pct|CDP05.3_55pctmoe|CDP05.3_56est|CDP05.3_56moe|CDP05.3_56pct|CDP05.3_56pctmoe|CDP05.3_57est|CDP05.3_57moe|CDP05.3_57pct|CDP05.3_57pctmoe|CDP05.3_58est|CDP05.3_58moe|CDP05.3_58pct|CDP05.3_58pctmoe|CDP05.3_59est|CDP05.3_59moe|CDP05.3_59pct|CDP05.3_59pctmoe|CDP05.3_60est|CDP05.3_60moe|CDP05.3_60pct|CDP05.3_60pctmoe|CDP05.3_61est|CDP05.3_61moe|CDP05.3_61pct|CDP05.3_61pctmoe|CDP05.3_62est|CDP05.3_62moe|CDP05.3_62pct|CDP05.3_62pctmoe|CDP05.3_63est|CDP05.3_63moe|CDP05.3_63pct|CDP05.3_63pctmoe|CDP05.3_64est|CDP05.3_64moe|CDP05.3_64pct|CDP05.3_64pctmoe|CDP05.3_65est|CDP05.3_65moe|CDP05.3_65pct|CDP05.3_65pctmoe|CDP05.3_66est|CDP05.3_66moe|CDP05.3_66pct|CDP05.3_66pctmoe
97000US1200030|Alachua County School District|1200030|2014-2018|105|28880|704|2975|209|10.3|0.7|585|271|2.0|0.9|1100|240|3.8|0.8|400|218|1.4|0.8|890|204|3.1|0.7|25905|670|89.7|0.7|13225|579|45.8|1.4|8790|590|30.4|1.9|90|41|0.3|0.1|1750|286|6.1|1.0|0|31|0.0|0.1|160|119|0.6|0.4|1890|524|6.5|1.8|0|31|0.0|0.1|1890|524|6.5|1.8
97000US3700030|Alamance-Burlington Schools|3700030|2014-2018|105|24845|544|5870|190|23.6|0.7|4530|371|18.2|1.5|490|255|2.0|1.0|120|142|0.5|0.6|730|215|2.9|0.9|18975|499|76.4|0.7|12190|430|49.1|1.0|5325|320|21.4|1.2|20|24|0.1|0.1|390|121|1.6|0.5|10|14|0.0|0.1|105|143|0.4|0.6|930|218|3.7|0.9|10|13|0.0|0.1|920|218|3.7|0.9
95000US4700030|Alamo City School District|4700030|2014-2018|105|425|108|120|94|28.2|20.8|120|94|28.2|20.8|0|12|0.0|7.9|0|12|0.0|7.9|0|12|0.0|7.9|305|107|71.8|20.8|230|94|54.1|18.6|25|37|5.9|8.7|0|12|0.0|7.9|0|12|0.0|7.9|0|12|0.0|7.9|15|24|3.5|6.3|35|37|8.2|8.3|0|12|0.0|7.9|35|37|8.2|8.3
97000US4807590|Alamo Heights Independent School District|4807590|2014-2018|105|5110|557|2130|389|41.7|6.3|1695|366|33.2|6.2|125|115|2.4|2.3|0|28|0.0|0.8|310|234|6.1|4.5|2985|463|58.4|6.3|2680|391|52.4|6.0|15|26|0.3|0.5|0|28|0.0|0.8|40|47|0.8|0.9|0|28|0.0|0.8|0|28|0.0|0.8|245|195|4.8|3.6|0|28|0.0|0.8|245|195|4.8|3.6
97000US3500030|Alamogordo Public Schools|3500030|2014-2018|105|6625|554|3155|488|47.6|4.7|2480|478|37.4|4.9|20|26|0.3|0.4|20|26|0.3|0.4|635|194|9.6|3.0|3470|317|52.4|4.7|2745|280|41.4|4.0|195|98|2.9|1.5|35|38|0.5|0.6|105|88|1.6|1.3|25|41|0.4|0.6|0|25|0.0|0.5|365|145|5.5|2.3|25|32|0.4|0.5|340|148|5.1|2.3
97000US0200050|Alaska Gateway School District|0200050|2014-2018|105|470|84|0|9|0.0|4.2|0|9|0.0|4.2|0|9|0.0|4.2|0|9|0.0|4.2|0|9|0.0|4.2|470|84|100.0|4.2|110|66|23.4|12.8|0|9|0.0|4.2|250|54|53.2|10.8|105|52|22.3|9.4|0|9|0.0|4.2|0|9|0.0|4.2|4|3|0.9|1.9|0|9|0.0|4.2|4|3|0.9|1.9
97000US4807650|Alba-Golden Independent School District|4807650|2014-2018|105|1085|222|40|30|3.7|3.2|40|30|3.7|3.2|0|19|0.0|3.6|0|19|0.0|3.6|0|19|0.0|3.6|1040|225|95.9|3.0|1030|216|94.9|3.3|0|19|0.0|3.6|0|19|0.0|3.6|0|19|0.0|3.6|0|19|0.0|3.6|0|19|0.0|3.6|10|31|0.9|2.8|0|19|0.0|3.6|10|31|0.9|2.8
97000US5600730|Albany County School District 1|5600730|2014-2018|105|4010|213|640|62|16.0|1.5|600|70|15.0|1.8|0|25|0.0|0.8|0|25|0.0|0.8|40|61|1.0|1.5|3370|202|84.0|1.5|3040|129|75.8|3.3|110|153|2.7|3.7|75|37|1.9|0.9|95|40|2.4|1.0|0|25|0.0|0.8|0|25|0.0|0.8|45|44|1.1|1.1|0|25|0.0|0.8|45|44|1.1|1.1
97000US4807680|Albany Independent School District|4807680|2014-2018|105|510|95|70|28|13.7|5.3|40|16|7.8|3.2|30|22|5.9|4.2|0|13|0.0|7.5|0|13|0.0|7.5|440|90|86.3|5.3|430|89|84.3|6.5|4|3|0.8|0.8|0|13|0.0|7.5|0|13|0.0|7.5|0|13|0.0|7.5|0|13|0.0|7.5|10|15|2.0|3.1|0|13|0.0|7.5|10|15|2.0|3.1
97000US5500120|Albany School District|5500120|2014-2018|105|490|73|10|14|2.0|3.4|10|14|2.0|3.4|0|9|0.0|3.5|0|9|0.0|3.5|0|9|0.0|3.5|480|71|98.0|3.4|450|69|91.8|5.6|0|9|0.0|3.5|0|9|0.0|3.5|4|9|0.8|2.7|0|9|0.0|3.5|0|9|0.0|3.5|25|18|5.1|3.6|0|9|0.0|3.5|25|18|5.1|3.6
97000US5100090|Albemarle County Public Schools|5100090|2014-2018|105|13370|393|1345|79|10.1|0.7|725|244|5.4|1.8|90|76|0.7|0.6|10|24|0.1|0.2|515|231|3.9|1.8|12025|396|89.9|0.7|8950|354|66.9|1.3|1925|211|14.4|1.5|50|46|0.4|0.4|675|119|5.0|0.9|0|28|0.0|0.2|65|73|0.5|0.5|365|167|2.7|1.3|0|28|0.0|0.2|365|167|2.7|1.3
95000US1703270|Albers School District 63|1703270|2014-2018|105|220|72|15|23|6.8|11.1|15|23|6.8|11.1|0|11|0.0|11.7|0|11|0.0|11.7|0|11|0.0|11.7|200|74|90.9|11.6|190|74|86.4|13.2|0|11|0.0|11.7|0|11|0.0|11.7|0|11|0.0|11.7|0|11|0.0|11.7|0|11|0.0|11.7|10|15|4.5|7.4|0|11|0.0|11.7|10|15|4.5|7.4
97000US1900031|Albert City-Truesdale Community School District|1900031|2014-2018|105|225|62|25|29|11.1|11.6|25|29|11.1|11.6|0|9|0.0|8.5|0|9|0.0|8.5|0|9|0.0|8.5|200|57|88.9|11.6|170|49|75.6|15.0|10|18|4.4|7.9|0|9|0.0|8.5|0|9|0.0|8.5|0|9|0.0|8.5|0|9|0.0|8.5|15|19|6.7|8.4|0|9|0.0|8.5|15|19|6.7|8.4
97000US0100005|Albertville City School District|0100005|2014-2018|105|4335|394|1935|360|44.6|6.7|1040|384|24.0|8.1|4|12|0.1|0.3|125|156|2.9|3.6|770|299|17.8|6.9|2400|336|55.4|6.7|2140|322|49.4|6.5|150|99|3.5|2.3|0|22|0.0|0.7|35|37|0.8|0.9|0|22|0.0|0.7|50|52|1.2|1.2|25|33|0.6|0.8|0|22|0.0|0.7|25|33|0.6|0.8
97000US1903270|Albia Community School District|1903270|2014-2018|105|1325|145|105|98|7.9|7.5|105|98|7.9|7.5|0|13|0.0|1.5|0|13|0.0|1.5|0|13|0.0|1.5|1220|163|92.1|7.5|1015|161|76.6|9.0|0|13|0.0|1.5|0|13|0.0|1.5|10|29|0.8|2.2|0|13|0.0|1.5|65|94|4.9|7.1|130|142|9.8|10.8|0|13|0.0|1.5|130|142|9.8|10.8
97000US3500060|Albuquerque Public Schools|3500060|2014-2018|105|102870|1314|67955|1056|66.1|0.6|43415|1662|42.2|1.6|700|304|0.7|0.3|400|179|0.4|0.2|23440|1703|22.8|1.6|34910|744|33.9|0.6|22700|644|22.1|0.6|2350|337|2.3|0.3|4855|355|4.7|0.3|2180|303|2.1|0.3|75|80|0.1|0.1|345|250|0.3|0.2|2405|481|2.3|0.5|145|126|0.1|0.1|2260|483|2.2|0.5
97000US1903300|Alburnett Community School District|1903300|2014-2018|105|430|123|0|9|0.0|4.5|0|9|0.0|4.5|0|9|0.0|4.5|0|9|0.0|4.5|0|9|0.0|4.5|430|123|100.0|4.5|380|127|88.4|13.5|0|9|0.0|4.5|0|9|0.0|4.5|40|60|9.3|13.3|0|9|0.0|4.5|0|9|0.0|4.5|4|12|0.9|3.9|0|9|0.0|4.5|4|12|0.9|3.9
97000US4600028|Alcester-Hudson School District 61-1|4600028|2014-2018|105|325|117|4|3|1.2|2.7|4|3|1.2|2.7|0|9|0.0|6.0|0|9|0.0|6.0|0|9|0.0|6.0|325|116|100.0|6.0|325|117|100.0|6.0|0|9|0.0|6.0|0|9|0.0|6.0|4|2|1.2|3.2|0|9|0.0|6.0|0|9|0.0|6.0|0|9|0.0|6.0|0|9|0.0|6.0|0|9|0.0|6.0
97000US4700060|Alcoa City School District|4700060|2014-2018|105|1675|313|245|124|14.6|7.9|245|124|14.6|7.9|0|17|0.0|2.1|0|17|0.0|2.1|0|17|0.0|2.1|1425|342|85.1|8.0|1045|334|62.4|11.5|165|129|9.9|7.7|0|17|0.0|2.1|10|19|0.6|1.2|0|17|0.0|2.1|0|17|0.0|2.1|210|168|12.5|10.1|0|17|0.0|2.1|210|168|12.5|10.1
97000US2800390|Alcorn School District|2800390|2014-2018|105|3965|305|140|96|3.5|2.3|140|96|3.5|2.3|0|24|0.0|0.9|0|24|0.0|0.9|0|24|0.0|0.9|3825|289|96.5|2.3|3655|298|92.2|3.0|50|49|1.3|1.2|0|24|0.0|0.9|45|25|1.1|0.7|0|24|0.0|0.9|0|24|0.0|0.9|80|66|2.0|1.7|0|24|0.0|0.9|80|66|2.0|1.7
97000US1900032|Alden Community School District|1900032|2014-2018|105|280|80|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|280|80|100.0|6.9|255|79|91.1|12.5|25|37|8.9|12.5|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9
